0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;141;142;143;144;145;146;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;162;163;164;165;166;167;168;169;170;171;172;173;174;175;176;177;178;179;180;181;182;183;184;185;186;187;188;189;190;191;192;193;194;195;196;197;198;199;200;201;202;203;204;205;206;207;208;209;210;211;212;213;214;215;216;217;218;219;220;221;222;223;224;225;226;227;228;229;230;231;232;233;234;235;236;237;238;239;240;241;242;243;244;245;246;247;248;249;250
28.529;28.476;28.421;28.384;28.341;28.312;28.29;28.273;28.241;28.237;28.222;28.232;28.245;28.169;28.083;28.089;28.084;28.071;27.976;27.901;27.875;27.851;27.833;27.807;27.789;27.767;27.747;27.724;27.714;27.705;27.705;27.686;27.692;27.721;27.739;27.776;27.822;27.877;27.961;28.069;28.183;28.312;28.425;28.572;28.523;27.975;27.672;27.573;27.525;27.513;27.507;27.476;27.458;27.431;27.396;27.348;27.315;27.255;27.199;27.113;27.001;26.879;26.715;26.495;26.227;25.915;25.613;25.505;25.44;25.367;25.287;25.238;25.197;25.142;25.056;24.983;24.931;24.902;24.858;24.795;24.755;24.726;24.697;24.647;24.599;24.589;24.577;24.571;24.508;24.471;24.466;24.451;24.437;24.403;24.366;24.367;24.34;24.318;24.286;24.256;24.228;24.214;24.175;24.146;24.128;24.103;24.088;24.053;24.034;24.021;24.001;23.987;23.972;23.949;23.924;23.907;23.879;23.831;23.817;23.796;23.784;23.75;23.708;23.682;23.663;23.676;23.661;23.64;23.639;23.641;23.665;23.689;23.733;23.835;23.987;24.2;24.46;24.789;24.789;24.789;24.789;24.789;24.789;24.789;24.789;24.789;24.737;24.359;24.23;24.185;24.174;24.149;24.108;24.067;24.025;23.995;23.941;23.879;23.807;23.712;23.596;23.46;23.291;23.179;23.149;23.15;23.174;23.205;23.191;23.073;22.944;22.867;22.674;22.573;22.52;22.479;22.442;22.401;22.386;22.376;22.338;22.299;22.28;22.274;22.231;22.187;22.158;22.154;22.14;22.103;22.059;22.012;21.982;21.936;21.888;21.847;21.802;21.771;21.702;21.65;21.582;21.575;21.538;21.508;21.462;21.422;21.392;21.366;21.354;21.33;21.31;21.288;21.296;21.257;21.231;21.247;21.234;21.214;21.185;21.164;21.151;21.148;21.118;21.102;21.075;21.038;20.99;20.952;20.923;20.897;20.863;20.831;20.79;20.727;20.694;20.648;20.595;20.54;20.473;20.439;20.381;20.315;20.228;20.175;20.129;20.095;20.076;20.049;20.039;20.04;
28.294;28.278;28.239;28.213;28.171;28.155;28.16;28.173;28.099;27.951;27.909;27.893;27.883;27.87;27.84;27.834;27.823;27.812;27.796;27.778;27.76;27.737;27.709;27.691;27.663;27.647;27.626;27.607;27.594;27.579;27.565;27.565;27.573;27.568;27.562;27.563;27.57;27.554;27.54;27.545;27.542;27.538;27.532;27.536;27.531;27.513;27.507;27.494;27.475;27.462;27.445;27.428;27.396;27.364;27.312;27.272;27.212;27.146;27.071;26.972;26.848;26.718;26.537;26.298;25.99;25.621;25.304;25.197;25.142;25.072;25.004;24.952;24.895;24.857;24.789;24.721;24.672;24.624;24.6;24.525;24.487;24.489;24.462;24.425;24.382;24.358;24.359;24.349;24.325;24.298;24.276;24.253;24.235;24.212;24.181;24.158;24.138;24.12;24.088;24.067;24.056;24.038;24.005;23.985;23.974;23.953;23.931;23.892;23.863;23.838;23.832;23.795;23.768;23.732;23.71;23.7;23.684;23.639;23.603;23.575;23.552;23.522;23.48;23.458;23.427;23.417;23.421;23.441;23.469;23.555;23.681;23.863;24.071;24.39;24.825;24.825;24.825;24.825;24.825;24.825;24.825;24.825;24.825;24.825;24.825;24.825;24.825;24.825;24.71;24.532;24.452;24.374;24.305;24.206;24.041;23.934;23.855;23.765;23.681;23.536;23.431;23.35;23.151;22.974;22.894;22.857;22.837;22.809;22.719;22.653;22.612;22.577;22.544;22.516;22.508;22.477;22.44;22.41;22.418;22.403;22.362;22.341;22.331;22.313;22.283;22.253;22.203;22.169;22.103;22.064;22.012;21.957;21.932;21.907;21.866;21.798;21.761;21.72;21.694;21.641;21.594;21.588;21.545;21.523;21.48;21.439;21.429;21.389;21.362;21.329;21.323;21.298;21.298;21.278;21.249;21.241;21.23;21.211;21.186;21.158;21.138;21.103;21.069;21.027;21.002;20.966;20.942;20.919;20.875;20.847;20.816;20.789;20.738;20.689;20.642;20.603;20.578;20.512;20.444;20.378;20.309;20.263;20.199;20.134;20.113;20.098;20.071;20.05;20.044;20.055;
28.246;28.246;28.23;28.194;28.05;27.985;27.966;27.949;27.919;27.898;27.888;27.869;27.86;27.849;27.846;27.84;27.834;27.82;27.808;27.797;27.778;27.765;27.745;27.733;27.715;27.694;27.687;27.68;27.687;27.705;27.716;27.735;27.727;27.685;27.685;27.697;27.708;27.704;27.7;27.698;27.69;27.69;27.684;27.673;27.665;27.655;27.637;27.622;27.605;27.583;27.563;27.523;27.493;27.462;27.391;27.335;27.25;27.175;27.073;26.95;26.79;26.615;26.365;26.054;25.711;25.508;25.313;25.154;25.075;25.013;24.96;24.912;24.835;24.785;24.727;24.677;24.612;24.582;24.543;24.508;24.476;24.466;24.465;24.45;24.437;24.442;24.435;24.36;24.349;24.328;24.33;24.336;24.317;24.296;24.272;24.254;24.247;24.231;24.198;24.181;24.146;24.1;24.065;24.039;24.017;23.98;23.96;23.931;23.893;23.868;23.842;23.812;23.783;23.756;23.718;23.701;23.658;23.626;23.581;23.543;23.531;23.498;23.452;23.42;23.413;23.427;23.449;23.456;23.521;23.617;23.757;23.961;24.231;24.603;24.603;24.603;24.603;24.603;24.603;24.603;24.603;24.603;24.603;24.603;24.603;24.603;24.603;24.603;24.603;24.603;24.733;24.271;24.011;23.879;23.821;23.746;23.599;23.469;23.333;23.214;23.1;23.054;23.03;22.927;22.811;22.771;22.718;22.661;22.643;22.618;22.587;22.571;22.558;22.535;22.533;22.497;22.478;22.441;22.431;22.397;22.357;22.327;22.275;22.263;22.203;22.147;22.108;22.09;22.071;22.042;21.999;21.961;21.942;21.924;21.88;21.837;21.8;21.749;21.735;21.679;21.632;21.603;21.585;21.563;21.517;21.478;21.458;21.431;21.414;21.383;21.354;21.348;21.322;21.297;21.263;21.244;21.226;21.205;21.17;21.146;21.122;21.101;21.064;21.014;20.973;20.956;20.913;20.873;20.829;20.787;20.757;20.727;20.675;20.62;20.558;20.534;20.498;20.45;20.401;20.331;20.285;20.223;20.179;20.14;20.089;20.076;20.039;20.025;20.009;20.023;
28.41;28.384;28.335;28.311;28.283;28.25;28.237;28.214;28.207;28.194;28.185;28.185;28.17;28.172;28.158;28.163;28.147;28.135;28.135;28.132;28.117;28.102;28.093;28.091;28.11;28.097;28.117;28.112;28.086;28.089;28.097;28.107;28.118;28.14;28.151;28.154;28.155;28.154;28.129;28.135;28.127;28.123;28.116;28.101;28.085;28.072;28.058;28.03;28.016;27.995;27.976;27.938;27.908;27.886;27.85;27.783;27.705;27.573;27.432;27.282;27.093;26.844;26.524;26.117;25.859;25.71;25.638;25.585;25.523;25.468;25.415;25.362;25.314;25.261;25.207;25.164;25.112;25.068;25.043;25.006;24.983;24.968;24.954;24.919;24.905;24.903;24.89;24.899;24.893;24.887;24.898;24.894;24.906;24.888;24.878;24.868;24.864;24.828;24.813;24.779;24.753;24.723;24.677;24.644;24.61;24.585;24.562;24.523;24.499;24.46;24.433;24.419;24.37;24.319;24.276;24.256;24.237;24.217;24.177;24.136;24.095;24.076;24.019;23.979;23.949;23.887;23.868;23.829;23.78;23.756;23.737;23.704;23.655;23.639;23.621;23.626;23.616;23.605;23.584;23.569;23.587;23.578;23.566;23.571;23.574;23.569;23.541;23.535;23.56;23.559;23.531;23.524;23.509;23.445;23.356;23.313;23.253;23.183;23.119;23.061;23.012;22.963;22.932;22.874;22.842;22.798;22.768;22.732;22.696;22.695;22.639;22.614;22.593;22.576;22.514;22.48;22.44;22.399;22.404;22.37;22.324;22.275;22.245;22.239;22.21;22.159;22.105;22.091;22.083;22.069;22.028;21.989;21.981;21.958;21.907;21.853;21.829;21.818;21.785;21.74;21.718;21.674;21.656;21.626;21.601;21.573;21.554;21.508;21.47;21.434;21.4;21.394;21.38;21.342;21.318;21.304;21.284;21.268;21.224;21.192;21.164;21.142;21.118;21.066;21.022;20.961;20.923;20.861;20.82;20.792;20.767;20.739;20.685;20.647;20.598;20.552;20.517;20.472;20.424;20.371;20.308;20.248;20.184;20.148;20.099;20.064;20.036;20.027;20.017;19.989;
28.507;28.455;28.439;28.417;28.394;28.376;28.36;28.337;28.343;28.324;28.315;28.315;28.295;28.307;28.318;28.313;28.32;28.321;28.301;28.29;28.306;28.292;28.287;28.28;28.284;28.284;28.284;28.302;28.325;28.326;28.325;28.342;28.354;28.36;28.351;28.357;28.354;28.342;28.326;28.31;28.288;28.283;28.273;28.269;28.28;28.246;28.238;28.177;28.163;28.135;28.097;28.062;27.993;27.906;27.831;27.74;27.641;27.514;27.37;27.183;26.954;26.673;26.298;25.96;25.815;25.771;25.714;25.671;25.625;25.589;25.546;25.501;25.452;25.37;25.329;25.277;25.226;25.182;25.136;25.114;25.086;25.053;25.036;25.023;25.017;25.025;25.006;25.003;25.006;25.007;25.007;25.007;24.993;24.985;24.969;24.963;24.933;24.926;24.9;24.86;24.832;24.806;24.77;24.711;24.669;24.631;24.589;24.548;24.495;24.454;24.419;24.395;24.367;24.323;24.286;24.245;24.225;24.202;24.161;24.116;24.087;24.054;24.019;23.97;23.935;23.906;23.876;23.836;23.789;23.761;23.75;23.725;23.702;23.671;23.65;23.628;23.596;23.579;23.559;23.544;23.548;23.53;23.515;23.497;23.492;23.493;23.488;23.464;23.438;23.395;23.351;23.325;23.284;23.241;23.218;23.196;23.154;23.114;23.08;23.033;22.99;22.96;22.914;22.864;22.821;22.779;22.737;22.687;22.645;22.627;22.581;22.529;22.484;22.461;22.454;22.421;22.364;22.332;22.316;22.289;22.263;22.213;22.183;22.148;22.128;22.087;22.037;22.024;22.024;22.001;21.969;21.912;21.895;21.884;21.858;21.823;21.775;21.748;21.714;21.683;21.647;21.605;21.581;21.551;21.517;21.491;21.482;21.457;21.428;21.405;21.359;21.355;21.34;21.315;21.278;21.254;21.234;21.2;21.155;21.118;21.084;21.057;21.015;20.967;20.915;20.868;20.806;20.761;20.728;20.694;20.629;20.561;20.507;20.457;20.389;20.369;20.335;20.271;20.22;20.181;20.138;20.107;20.066;20.033;20.009;19.999;19.995;19.999;19.988;20.0;
28.639;28.61;28.587;28.556;28.527;28.504;28.484;28.473;28.455;28.471;28.491;28.489;28.48;28.481;28.464;28.446;28.442;28.449;28.458;28.46;28.456;28.464;28.456;28.464;28.462;28.46;28.468;28.478;28.478;28.487;28.485;28.493;28.487;28.495;28.496;28.476;28.455;28.452;28.462;28.48;28.467;28.452;28.421;28.388;28.356;28.327;28.287;28.251;28.208;28.164;28.12;28.055;27.997;27.92;27.823;27.723;27.601;27.464;27.296;27.075;26.808;26.457;26.1;25.977;25.947;25.916;25.905;25.857;25.808;25.735;25.694;25.624;25.587;25.522;25.478;25.436;25.378;25.349;25.287;25.271;25.253;25.222;25.19;25.158;25.148;25.144;25.128;25.118;25.133;25.122;25.122;25.122;25.122;25.122;25.122;25.122;25.122;25.122;25.122;24.951;24.913;24.878;24.828;24.766;24.727;24.674;24.625;24.588;24.536;24.48;24.452;24.405;24.374;24.33;24.284;24.261;24.249;24.235;24.188;24.142;24.12;24.09;24.047;24.017;23.982;23.949;23.915;23.864;23.843;23.812;23.784;23.746;23.703;23.679;23.646;23.633;23.62;23.596;23.578;23.567;23.547;23.549;23.515;23.484;23.478;23.461;23.439;23.398;23.382;23.358;23.329;23.292;23.263;23.243;23.236;23.214;23.179;23.148;23.118;23.066;22.983;22.937;22.885;22.835;22.809;22.762;22.713;22.67;22.636;22.596;22.564;22.51;22.468;22.434;22.422;22.398;22.353;22.324;22.31;22.273;22.214;22.17;22.141;22.116;22.101;22.067;22.019;22.022;22.011;21.973;21.933;21.914;21.872;21.851;21.825;21.796;21.753;21.73;21.691;21.654;21.606;21.589;21.566;21.544;21.511;21.489;21.466;21.439;21.417;21.385;21.358;21.342;21.324;21.298;21.261;21.224;21.188;21.155;21.122;21.084;21.036;20.995;20.95;20.896;20.843;20.798;20.737;20.648;20.598;20.548;20.513;20.469;20.421;20.37;20.322;20.297;20.272;20.229;20.187;20.148;20.092;20.063;20.028;19.993;19.963;19.939;19.929;19.917;19.904;19.9;
28.828;28.798;28.762;28.742;28.73;28.749;28.733;28.707;28.689;28.674;28.669;28.651;28.649;28.64;28.643;28.624;28.633;28.627;28.633;28.633;28.632;28.646;28.649;28.645;28.648;28.649;28.652;28.655;28.675;28.7;28.717;28.708;28.694;28.708;28.701;28.685;28.674;28.664;28.624;28.596;28.56;28.536;28.504;28.47;28.442;28.394;28.358;28.307;28.261;28.194;28.126;28.055;27.985;27.905;27.795;27.674;27.544;27.38;27.182;26.934;26.642;26.35;26.151;26.095;26.076;26.054;26.033;25.995;25.957;25.905;25.851;25.809;25.739;25.682;25.651;25.607;25.535;25.509;25.448;25.431;25.404;25.394;25.349;25.323;25.313;25.3;25.306;25.286;25.271;25.268;25.268;25.268;25.268;25.268;25.268;25.268;25.268;25.268;25.268;25.268;24.966;24.929;24.88;24.82;24.757;24.717;24.657;24.619;24.56;24.506;24.475;24.438;24.423;24.376;24.346;24.335;24.319;24.312;24.279;24.255;24.22;24.149;24.102;24.062;24.02;23.996;23.979;23.942;23.909;23.866;23.839;23.812;23.786;23.744;23.725;23.696;23.679;23.641;23.61;23.599;23.591;23.579;23.546;23.516;23.503;23.492;23.475;23.438;23.407;23.386;23.382;23.344;23.304;23.273;23.215;23.196;23.144;23.116;23.071;23.06;23.028;22.976;22.925;22.886;22.864;22.821;22.769;22.73;22.695;22.642;22.603;22.554;22.517;22.483;22.461;22.423;22.381;22.338;22.32;22.299;22.243;22.196;22.154;22.121;22.102;22.049;22.017;21.97;21.957;21.939;21.906;21.865;21.871;21.849;21.816;21.797;21.765;21.741;21.709;21.697;21.675;21.655;21.589;21.582;21.557;21.538;21.513;21.493;21.484;21.451;21.439;21.416;21.415;21.372;21.331;21.302;21.248;21.183;21.133;21.084;21.033;20.971;20.912;20.856;20.799;20.739;20.687;20.65;20.567;20.528;20.475;20.431;20.374;20.322;20.278;20.245;20.221;20.19;20.159;20.132;20.105;20.087;20.058;20.028;20.014;20.007;19.978;19.959;19.964;19.96;
28.975;28.956;28.933;28.909;28.886;28.86;28.839;28.805;28.796;28.782;28.76;28.747;28.731;28.722;28.71;28.713;28.712;28.706;28.706;28.729;28.699;28.701;28.702;28.723;28.763;28.799;28.828;28.816;28.798;28.785;28.776;28.769;28.755;28.742;28.731;28.708;28.671;28.643;28.621;28.577;28.545;28.514;28.472;28.437;28.39;28.33;28.288;28.222;28.178;28.114;28.042;27.962;27.876;27.76;27.66;27.527;27.377;27.176;26.931;26.646;26.355;26.221;26.166;26.144;26.126;26.117;26.081;26.046;26.006;25.97;25.939;25.892;25.848;25.776;25.73;25.699;25.673;25.632;25.6;25.562;25.534;25.514;25.472;25.429;25.398;25.369;25.347;25.313;25.287;25.269;25.269;25.269;25.269;25.269;25.269;25.269;25.269;25.269;25.269;24.968;24.931;24.89;24.849;24.785;24.717;24.671;24.638;24.594;24.533;24.471;24.446;24.417;24.368;24.331;24.293;24.261;24.243;24.208;24.177;24.132;24.115;24.089;24.064;24.019;23.992;23.97;23.941;23.912;23.892;23.855;23.819;23.787;23.75;23.701;23.685;23.663;23.644;23.618;23.581;23.564;23.554;23.54;23.504;23.478;23.449;23.418;23.394;23.358;23.312;23.279;23.263;23.248;23.203;23.163;23.147;23.14;23.123;23.076;23.043;23.027;22.995;22.95;22.907;22.871;22.824;22.784;22.725;22.68;22.648;22.618;22.578;22.527;22.493;22.46;22.429;22.399;22.363;22.347;22.298;22.239;22.203;22.159;22.115;22.069;22.017;21.961;21.914;21.882;21.871;21.851;21.826;21.794;21.786;21.771;21.749;21.737;21.704;21.683;21.647;21.62;21.593;21.58;21.556;21.545;21.524;21.5;21.485;21.48;21.446;21.423;21.395;21.345;21.311;21.263;21.207;21.168;21.134;21.094;21.059;20.987;20.954;20.884;20.835;20.77;20.691;20.635;20.589;20.528;20.476;20.435;20.377;20.338;20.303;20.258;20.229;20.199;20.175;20.148;20.114;20.083;20.073;20.044;20.031;20.024;20.011;19.995;19.968;19.953;19.947;19.939;
29.209;29.184;29.15;29.12;29.1;29.075;29.03;29.005;28.982;28.958;28.94;28.914;28.902;28.89;28.894;28.898;28.905;28.897;28.878;28.913;28.914;28.915;28.925;28.916;28.913;28.91;28.909;28.902;28.903;28.884;28.878;28.86;28.824;28.804;28.779;28.744;28.71;28.682;28.637;28.607;28.575;28.527;28.496;28.453;28.423;28.387;28.353;28.307;28.234;28.146;28.118;28.079;27.987;27.809;27.632;27.515;27.377;27.12;26.776;26.452;26.314;26.303;26.289;26.272;26.253;26.235;26.214;26.189;26.179;26.156;26.126;26.119;26.082;26.028;26.003;25.975;25.937;25.897;25.836;25.788;25.756;25.707;25.665;25.605;25.539;25.489;25.444;25.415;25.376;25.33;25.33;25.33;25.33;25.33;25.33;25.33;25.33;25.33;25.33;25.33;24.982;24.943;24.918;24.864;24.81;24.758;24.698;24.594;24.542;24.494;24.438;24.41;24.382;24.335;24.299;24.281;24.256;24.25;24.216;24.176;24.163;24.159;24.134;24.091;24.056;24.022;23.999;23.973;23.927;23.905;23.884;23.862;23.818;23.78;23.752;23.745;23.731;23.71;23.685;23.652;23.59;23.537;23.498;23.452;23.426;23.401;23.387;23.343;23.306;23.303;23.275;23.265;23.234;23.202;23.192;23.172;23.141;23.101;23.07;23.049;23.018;22.972;22.933;22.902;22.866;22.837;22.79;22.742;22.693;22.651;22.605;22.566;22.51;22.46;22.431;22.381;22.333;22.298;22.244;22.204;22.181;22.148;22.116;22.072;22.019;22.001;21.955;21.931;21.895;21.874;21.845;21.802;21.801;21.786;21.772;21.764;21.739;21.705;21.675;21.642;21.62;21.598;21.597;21.557;21.546;21.506;21.474;21.437;21.423;21.368;21.318;21.262;21.243;21.198;21.161;21.134;21.096;21.056;21.022;20.99;20.943;20.902;20.85;20.787;20.739;20.7;20.645;20.591;20.522;20.481;20.439;20.405;20.374;20.345;20.3;20.27;20.242;20.221;20.197;20.178;20.142;20.126;20.116;20.088;20.063;20.062;20.046;20.036;20.024;20.017;
29.298;29.26;29.22;29.193;29.157;29.137;29.105;29.071;29.052;29.033;29.03;29.023;29.015;28.999;28.987;28.97;28.968;28.963;28.958;28.969;28.964;28.962;28.965;28.962;28.956;28.947;28.931;28.913;28.907;28.876;28.864;28.837;28.798;28.782;28.751;28.719;28.698;28.663;28.625;28.579;28.545;28.524;28.496;28.403;28.319;28.269;28.237;28.176;28.034;27.898;27.844;27.763;27.665;27.534;27.385;27.211;27.033;26.75;26.531;26.426;26.425;26.408;26.392;26.349;26.314;26.31;26.292;26.285;26.263;26.239;26.209;26.187;26.162;26.126;26.077;26.049;26.023;25.963;25.92;25.854;25.812;25.749;25.674;25.633;25.567;25.504;25.459;25.415;25.373;25.333;25.333;25.333;25.333;25.333;25.333;25.333;25.333;25.333;25.333;24.96;24.911;24.851;24.813;24.749;24.683;24.612;24.581;24.555;24.506;24.439;24.397;24.36;24.341;24.31;24.262;24.245;24.219;24.202;24.17;24.143;24.128;24.125;24.107;24.07;24.028;24.022;23.992;23.985;23.944;23.922;23.904;23.88;23.847;23.817;23.79;23.774;23.731;23.665;23.636;23.596;23.561;23.519;23.491;23.462;23.432;23.388;23.374;23.333;23.298;23.282;23.273;23.248;23.212;23.171;23.168;23.151;23.124;23.101;23.039;23.039;23.015;22.976;22.934;22.891;22.871;22.833;22.776;22.726;22.676;22.624;22.576;22.527;22.474;22.43;22.394;22.347;22.292;22.246;22.182;22.146;22.117;22.073;22.037;22.005;21.978;21.955;21.918;21.899;21.88;21.86;21.82;21.789;21.78;21.783;21.749;21.73;21.729;21.679;21.616;21.576;21.538;21.507;21.49;21.475;21.456;21.42;21.392;21.373;21.345;21.315;21.291;21.255;21.194;21.165;21.119;21.09;21.045;21.021;20.989;20.954;20.918;20.873;20.841;20.784;20.731;20.688;20.65;20.598;20.549;20.509;20.457;20.425;20.372;20.345;20.303;20.263;20.237;20.21;20.179;20.18;20.153;20.141;20.119;20.107;20.094;20.081;20.066;20.06;20.031;20.031;
29.403;29.376;29.345;29.312;29.242;29.217;29.185;29.165;29.134;29.097;29.049;29.036;29.027;29.012;29.015;29.003;29.0;29.001;28.99;28.991;28.994;28.981;28.976;28.963;28.946;28.937;28.917;28.902;28.876;28.852;28.823;28.815;28.792;28.744;28.685;28.636;28.614;28.578;28.491;28.363;28.287;28.235;28.189;28.129;28.072;28.021;27.962;27.882;27.806;27.745;27.671;27.573;27.46;27.329;27.177;26.983;26.749;26.519;26.486;26.488;26.473;26.456;26.443;26.421;26.405;26.377;26.363;26.357;26.349;26.316;26.298;26.278;26.247;26.203;26.161;26.114;26.079;26.02;25.959;25.89;25.816;25.776;25.717;25.649;25.576;25.513;25.478;25.447;25.417;25.364;25.364;25.364;25.364;25.364;25.364;25.364;24.975;24.948;24.925;24.863;24.796;24.767;24.734;24.698;24.629;24.575;24.524;24.511;24.471;24.419;24.377;24.359;24.331;24.284;24.245;24.223;24.212;24.21;24.182;24.159;24.149;24.152;24.125;24.102;24.069;24.046;24.022;23.977;23.933;23.9;23.884;23.864;23.843;23.798;23.769;23.739;23.715;23.671;23.64;23.607;23.567;23.536;23.492;23.444;23.421;23.393;23.356;23.334;23.301;23.272;23.27;23.257;23.232;23.2;23.173;23.156;23.126;23.094;23.066;23.031;23.019;22.984;22.938;22.897;22.874;22.823;22.772;22.73;22.679;22.636;22.584;22.522;22.49;22.442;22.394;22.362;22.299;22.244;22.2;22.178;22.148;22.11;22.069;22.036;22.027;22.01;21.975;21.95;21.919;21.889;21.858;21.834;21.804;21.769;21.721;21.657;21.618;21.577;21.569;21.546;21.528;21.513;21.488;21.47;21.466;21.437;21.403;21.395;21.368;21.319;21.281;21.256;21.232;21.214;21.182;21.138;21.113;21.084;21.047;21.004;20.965;20.91;20.873;20.812;20.771;20.714;20.67;20.623;20.584;20.546;20.499;20.473;20.431;20.411;20.377;20.338;20.314;20.265;20.264;20.239;20.212;20.189;20.159;20.147;20.117;20.105;20.075;20.056;20.04;20.019;
28.538;28.487;28.439;28.409;28.363;28.311;28.27;28.228;28.195;28.157;28.127;28.105;28.095;28.073;28.061;28.047;28.046;28.03;28.03;28.009;27.992;27.983;27.973;27.955;27.902;27.877;27.839;27.823;27.785;27.692;27.623;27.606;27.601;27.576;27.545;27.565;27.632;27.718;27.903;28.382;28.382;28.382;28.382;28.382;28.382;28.382;28.382;28.382;28.382;28.382;28.382;28.382;28.874;27.747;27.177;26.9;26.712;26.598;26.544;26.512;26.495;26.461;26.442;26.437;26.417;26.398;26.371;26.366;26.359;26.353;26.339;26.307;26.276;26.257;26.224;26.185;26.135;26.099;26.056;26.001;25.944;25.871;25.786;25.685;25.618;25.527;25.458;25.399;25.357;25.277;25.277;25.277;25.277;25.277;25.277;24.949;24.926;24.917;24.894;24.837;24.773;24.758;24.697;24.666;24.612;24.571;24.544;24.523;24.485;24.441;24.398;24.374;24.345;24.317;24.282;24.271;24.25;24.251;24.189;24.163;24.133;24.126;24.102;24.075;24.044;24.028;24.025;24.002;23.971;23.942;23.931;23.917;23.894;23.845;23.811;23.8;23.786;23.755;23.718;23.684;23.647;23.595;23.55;23.509;23.473;23.458;23.446;23.421;23.394;23.378;23.317;23.28;23.239;23.211;23.178;23.166;23.149;23.111;23.082;23.066;23.055;23.032;22.999;22.969;22.926;22.876;22.822;22.782;22.737;22.688;22.632;22.582;22.529;22.483;22.429;22.376;22.332;22.265;22.224;22.203;22.155;22.134;22.08;22.052;22.034;22.013;21.958;21.935;21.905;21.875;21.845;21.815;21.773;21.742;21.704;21.703;21.667;21.644;21.635;21.624;21.593;21.555;21.538;21.528;21.511;21.465;21.435;21.423;21.422;21.376;21.345;21.311;21.28;21.236;21.182;21.131;21.099;21.078;21.039;20.992;20.935;20.918;20.876;20.851;20.804;20.771;20.744;20.704;20.651;20.628;20.589;20.554;20.516;20.486;20.452;20.421;20.387;20.353;20.315;20.296;20.275;20.249;20.246;20.223;20.2;20.183;20.154;20.143;20.117;20.125;
29.386;29.35;29.32;29.274;29.243;29.215;29.18;29.142;29.116;29.083;29.009;28.965;28.938;28.919;28.895;28.921;28.958;28.964;28.957;28.917;28.874;28.853;28.837;28.829;28.743;28.725;28.694;28.669;28.627;28.554;28.491;28.444;28.407;28.347;28.292;28.219;28.144;28.04;27.943;27.888;27.753;27.616;27.574;27.594;27.601;27.546;27.354;27.269;27.266;27.261;27.228;27.11;26.989;26.9;26.806;26.763;26.727;26.667;26.599;26.554;26.526;26.483;26.468;26.454;26.446;26.412;26.402;26.394;26.392;26.378;26.363;26.334;26.304;26.271;26.24;26.179;26.117;26.06;26.017;25.934;25.841;25.753;25.705;25.637;25.547;25.454;25.368;25.312;25.271;25.214;25.153;25.089;25.043;25.006;24.944;24.895;24.866;24.853;24.846;24.778;24.724;24.709;24.693;24.647;24.613;24.582;24.567;24.548;24.514;24.47;24.438;24.413;24.37;24.335;24.304;24.267;24.256;24.265;24.21;24.181;24.146;24.142;24.124;24.089;24.052;24.045;24.042;24.033;23.999;23.968;23.959;23.947;23.931;23.886;23.856;23.833;23.818;23.781;23.745;23.696;23.653;23.611;23.561;23.515;23.485;23.446;23.418;23.368;23.356;23.329;23.317;23.301;23.252;23.211;23.205;23.189;23.175;23.151;23.111;23.088;23.066;23.031;22.997;22.946;22.902;22.855;22.818;22.778;22.734;22.686;22.637;22.583;22.541;22.507;22.449;22.382;22.348;22.308;22.261;22.22;22.197;22.144;22.115;22.075;22.071;22.044;22.011;21.988;21.955;21.935;21.907;21.872;21.831;21.806;21.782;21.76;21.709;21.69;21.675;21.654;21.626;21.603;21.575;21.561;21.527;21.511;21.471;21.437;21.403;21.354;21.317;21.28;21.242;21.243;21.191;21.143;21.103;21.091;21.072;21.029;20.999;20.967;20.93;20.906;20.86;20.833;20.801;20.77;20.736;20.696;20.659;20.618;20.581;20.553;20.524;20.5;20.475;20.454;20.421;20.377;20.361;20.321;20.291;20.27;20.239;20.221;20.198;20.194;20.181;20.173;
